@relation ionosphere-weka.filters.unsupervised.attribute.Discretize-O-B10-M-1.0-Rfirst-last-precision6

@attribute A1 {'\'(-inf-0.1]\'','\'(0.1-inf)\''}
@attribute A2 {'\'All\''}
@attribute A3 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-inf)\''}
@attribute A4 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A5 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A6 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A7 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-inf)\''}
@attribute A8 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A9 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-inf)\''}
@attribute A10 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-inf)\''}
@attribute A11 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A12 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A13 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A14 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A15 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A16 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A17 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A18 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A19 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-0.8]\'','\'(0.8-inf)\''}
@attribute A20 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A21 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A22 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A23 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-0.8]\'','\'(0.8-inf)\''}
@attribute A24 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A25 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-0.8]\'','\'(0.8-inf)\''}
@attribute A26 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A27 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-0.8]\'','\'(0.8-inf)\''}
@attribute A28 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A29 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A30 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A31 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A32 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute A33 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-0.8]\'','\'(0.8-inf)\''}
@attribute A34 {'\'(-inf--0.8]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.6-inf)\''}
@attribute Class {g,b}

@data
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0-inf)\'','\'(0.4-0.6]\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.8--0.6]\'','\'(0.4-0.6]\'','\'(-0.8--0.6]\'','\'(0.4-0.6]\'','\'(-inf--0.8]\'','\'(0.2-0.4]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0-inf)\'','\'(0.4-0.6]\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.4-0.6]\'','\'(-0.8--0.6]\'','\'(0.4-0.6]\'','\'(-0.8--0.6]\'','\'(0.2-0.4]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0-inf)\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(-0.6--0.4]\'','\'(0.2-0.4]\'','\'(-0.4--0.2]\'','\'(0-0.2]\'','\'(-0.6--0.4]\'','\'(0-0.2]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.4--0.2]\'','\'(-0.2-0]\'','\'(-0.4--0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(-0.8--0.6]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0-inf)\'','\'(0-0.2]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0.2-0.4]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0-inf)\'','\'(0-0.2]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0-inf)\'','\'(-0.2-0]\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0-inf)\'','\'(-0.2-0]\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.8-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.8-inf)\'','\'(-0.2-0]\'','\'(0.8-inf)\'','\'(0-0.2]\'','\'(0.8-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.8-inf)\'','\'(-0.2-0]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0-inf)\'','\'(-0.4--0.2]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.6--0.4]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0-inf)\'','\'(0.2-0.4]\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(0.2-0.4]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(0.2-0.4]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0-inf)\'','\'(0-0.2]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(-0.2-0]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0-inf)\'','\'(-0.2-0]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.2-0.4]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.2-0.4]\'','\'(-0.2-0]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0-inf)\'','\'(0-0.2]\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-0.8]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(-0.2-0]\'','\'(0.6-0.8]\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0-inf)\'','\'(-0.2-0]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.6-0.8]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0-inf)\'','\'(-0.2-0]\'','\'(0.2-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.4-0.6]\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0.2-0.4]\'','\'(-0.2-0]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(-0.2-0]\'','\'(0.2-0.4]\'','\'(-0.2-0]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0-inf)\'','\'(0.2-0.4]\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.4-0.6]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(-0.4--0.2]\'','\'(0.2-0.4]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0-inf)\'','\'(0.4-0.6]\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.4-0.6]\'','\'(-0.6--0.4]\'','\'(0.4-0.6]\'','\'(-0.8--0.6]\'','\'(0.2-0.4]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0-inf)\'','\'(0.6-inf)\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.4-0.6]\'','\'(-0.8--0.6]\'','\'(0.2-0.4]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'','\'(-0.8--0.6]\'','\'(-0.2-0]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'','\'(-0.6--0.4]\'','\'(-0.4--0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0-inf)\'','\'(0.4-0.6]\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0.4-0.6]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.8--0.6]\'','\'(0.4-0.6]\'','\'(-0.8--0.6]\'','\'(0.2-0.4]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'','\'(-0.8--0.6]\'','\'(-0.2-0]\'','\'(-0.8--0.6]\'','\'(-0.2-0]\'','\'(-0.8--0.6]\'','\'(-0.4--0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0.4-0.6]\'','\'(0-inf)\'','\'(0.6-inf)\'','\'(0.2-inf)\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.6--0.4]\'','\'(0.6-inf)\'','\'(-0.8--0.6]\'','\'(0.4-0.6]\'','\'(-inf--0.8]\'','\'(0-0.2]\'','\'(-inf--0.8]\'','\'(-0.2-0]\'','\'(-0.8--0.6]\'','\'(-0.4--0.2]\'','\'(-0.8--0.6]\'','\'(-0.6--0.4]\'','\'(-0.6--0.4]\'','\'(-0.8--0.6]\'','\'(-0.4--0.2]\'','\'(-0.8--0.6]\'','\'(-0.2-0]\'','\'(-0.8--0.6]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0.2-0.4]\'','\'(0.6-inf)\'','\'(0.6-inf)\'','\'(0-inf)\'','\'(0.6-inf)\'','\'(-0.2-0]\'','\'(0.2-inf)\'','\'(-0.4--0.2]\'','\'(0.6-inf)\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(-0.6--0.4]\'','\'(0.2-0.4]\'','\'(-0.8--0.6]\'','\'(0-0.2]\'','\'(-0.6--0.4]\'','\'(-0.2-0]\'','\'(-inf--0.8]\'','\'(-0.2-0]\'','\'(-0.4--0.2]\'','\'(-0.6--0.4]\'','\'(-0.2-0]\'','\'(-0.6--0.4]\'','\'(0-0.2]\'','\'(-0.6--0.4]\'','\'(0.2-0.4]\'','\'(-0.6--0.4]\'','\'(0.2-0.4]\'','\'(-0.4--0.2]\'','\'(0.4-0.6]\'','\'(0-0.2]\'',g
'\'(0.1-inf)\'','\'All\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0-inf)\'','\'(0.2-0.4]\'','\'(0-0.2]\'','\'(0.2-inf)\'','\'(0-0.2]\'','\'(0.2-0.4]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.2-0]\'','\'(0-0.2]\'','\'(-0.2-0]\'',g
